composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,classification_label,classification_path,top_concepts_json,classification_mode,vector_hash
"Contributor: Hall, Joseph, 1574-1656
Title: The works ...
Provision information: London: 1634-1662","1001 $aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Contributor,The works ...,NaN,London: 1634-1662,NaN,NaN,NaN,1213095,1213095#Agent100-13,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.17873507738113403}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16915851831436157}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.16009223461151123}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.15838408470153809}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.15401089191436768}]",ClassificationMode.AVERAGE,8cde08d9f2ade8a697d4638dca25fcfb
"Contributor: Hall, Joseph, 1574-1656
Title: Resolutions and decisions of divers practicall cases of conscience in continuall use amongst men, very necessary for their information and direction in these evill times: in foure decades
Provision information: London: Printed by R. Hodgkinson, and J. Grismond, 1654; 3rd ed., with some additionals / by Jos. Hall.","1001 $aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Contributor,"Resolutions and decisions of divers practicall cases of conscience in continuall use amongst men, very necessary for their information and direction in these evill times: in foure decades",NaN,"London: Printed by R. Hodgkinson, and J. Grismond, 1654 3rd ed., with some additionals / by Jos. Hall.",NaN,NaN,NaN,1284939,1284939#Agent100-13,"Law, Justice, and Jurisprudence","Society, Governance, and Public Life > Law, Justice, and Jurisprudence","[{""concept_uri"": ""law"", ""pref_label"": ""Law, Justice, and Jurisprudence"", ""similarity"": 0.2157486081123352}, {""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.20925915241241455}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.20449024438858032}, {""concept_uri"": ""education"", ""pref_label"": ""Education, Pedagogy, and Learning"", ""similarity"": 0.19720780849456787}, {""concept_uri"": ""socialreform"", ""pref_label"": ""Social Reform, Advocacy, and Activism"", ""similarity"": 0.1944063901901245}]",ClassificationMode.AVERAGE,926ae80044e0e7fbf10be0a499bda53b
"Contributor: Hall, Joseph, 1574-1656
Title: Select devotional and practical works of Bishop Hall
Attribution: With an introductory notice of the life and writings of the author
Subjects: Devotional literature, English; Hall, Joseph, 1574-1656
Provision information: Hartford [Conn.]: Belknap and Hamersley, 1835","1001 $aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Contributor,Select devotional and practical works of Bishop Hall,With an introductory notice of the life and writings of the author,"Hartford [Conn.]: Belknap and Hamersley, 1835","Devotional literature, English; Hall, Joseph, 1574-1656",NaN,NaN,1579382,1579382#Agent100-12,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.2182532548904419}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.1918189525604248}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.18211179971694946}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.17745602130889893}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.1770225167274475}]",ClassificationMode.AVERAGE,26878ca65482d9e38db7a0298fcc5219
"Subject: Hall, Joseph, 1574-1656
Title: Select devotional and practical works of Bishop Hall
Attribution: With an introductory notice of the life and writings of the author
Subjects: Devotional literature, English
Provision information: Hartford [Conn.]: Belknap and Hamersley, 1835","60010$aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Subject,Select devotional and practical works of Bishop Hall,With an introductory notice of the life and writings of the author,"Hartford [Conn.]: Belknap and Hamersley, 1835","Devotional literature, English",NaN,NaN,1579382,1579382#Agent600-21,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.2315564751625061}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.20500218868255615}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.19764667749404907}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.19244980812072754}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.19204652309417725}]",ClassificationMode.AVERAGE,26878ca65482d9e38db7a0298fcc5219
"Contributor: Hall, Joseph, 1574-1656
Title: Select devotional and practical works of Bishop Hall
Version of: Selections. 1835.
Attribution: With an introductory notice of the life and writings of the author
Subjects: Devotional literature, English; Hall, Joseph, 1574-1656
Provision information: Hartford [Conn.]: Belknap and Hamersley, 1835","1001 $aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Contributor,Select devotional and practical works of Bishop Hall,With an introductory notice of the life and writings of the author,"Hartford [Conn.]: Belknap and Hamersley, 1835","Devotional literature, English; Hall, Joseph, 1574-1656",NaN,Selections. 1835.,1579382,1579382#Hub240-13-Agent,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.2217932939529419}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.1942378282546997}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.18414533138275146}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.18075668811798096}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.17964857816696167}]",ClassificationMode.AVERAGE,26878ca65482d9e38db7a0298fcc5219
"Subject: Hall, Joseph, 1574-1656
Title: Animadversions upon the remonstrants defence against Smectymnuus
Subjects: Episcopacy--Early works to 1800; Great Britain--Church history--17th century; Hall, Joseph, 1574-1656. Defence of the humble remonstrance; Smectymnuus
Provision information: London: Printed for Thomas Underhill ..., 1641","60010$aHall, Joseph,$d1574-1656.$tDefence of the humble remonstrance.","Hall, Joseph, 1574-1656",Subject,Animadversions upon the remonstrants defence against Smectymnuus,NaN,"London: Printed for Thomas Underhill ..., 1641","Episcopacy--Early works to 1800; Great Britain--Church history--17th century; Hall, Joseph, 1574-1656. Defence of the humble remonstrance; Smectymnuus",NaN,NaN,1420457,1420457#Agent600-29,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.1871699094772339}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.17579954862594604}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.166357159614563}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.16527581214904785}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.1632477045059204}]",ClassificationMode.AVERAGE,26878ca65482d9e38db7a0298fcc5219
"Contributor: Hall, Joseph, 1574-1656
Title: Christian moderation: in two books
Attribution: by Jos: Exon
Subjects: Moderation--Religious aspects--Christianity--Early works to 1800; Conduct of life--Early works to 1800; Annotations (Provenance)--17th century; Cancellation (Publishing)--England--London--1640; Morris, Cath--Autograph; Shirley, Evelyn J.--Bookplate
Genres: Armorial bookplates (Provenance)
Provision information: London: Printed by Miles Flesher [and R. Oulton?], and are to be sold by Nathaniel Butter, MDCXL [1640]","1001 $aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Contributor,Christian moderation: in two books,by Jos: Exon,"London: Printed by Miles Flesher [and R. Oulton?], and are to be sold by Nathaniel Butter, MDCXL [1640]","Moderation--Religious aspects--Christianity--Early works to 1800; Conduct of life--Early works to 1800; Annotations (Provenance)--17th century; Cancellation (Publishing)--England--London--1640; Morris, Cath--Autograph; Shirley, Evelyn J.--Bookplate",Armorial bookplates (Provenance),NaN,1320888,1320888#Agent100-13,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.22609221935272217}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.2109816074371338}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.21083247661590576}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.19911742210388184}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1980581283569336}]",ClassificationMode.AVERAGE,3dfc081966fe6ff0be17127bdd4aa3e8
"Contributor: Hall, Joseph, 1574-1656
Title: Good counsells for the peace of reformed churches
Attribution: by some reverend and learned bishops and other divines ; translated out of Latine
Subjects: Church of England. Thirty-nine Articles; Concord
Provision information: Oxford [Oxfordshire]: Printed by Leonard Lichfield for William Webb, 1641","7001 $aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Contributor,Good counsells for the peace of reformed churches,by some reverend and learned bishops and other divines ; translated out of Latine,"Oxford [Oxfordshire]: Printed by Leonard Lichfield for William Webb, 1641",Church of England. Thirty-nine Articles; Concord,NaN,NaN,1432225,1432225#Agent700-31,"Law, Justice, and Jurisprudence","Society, Governance, and Public Life > Law, Justice, and Jurisprudence","[{""concept_uri"": ""law"", ""pref_label"": ""Law, Justice, and Jurisprudence"", ""similarity"": 0.2180774211883545}, {""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.21754592657089233}, {""concept_uri"": ""socialreform"", ""pref_label"": ""Social Reform, Advocacy, and Activism"", ""similarity"": 0.21379458904266357}, {""concept_uri"": ""education"", ""pref_label"": ""Education, Pedagogy, and Learning"", ""similarity"": 0.20587152242660522}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.20169532299041748}]",ClassificationMode.AVERAGE,c8e79ea2b84ba98d68a8dc29146e52c7
"Subject: Hall, Joseph, 1574-1656
Title: The state of the now-Romane church: discussed by way of vindication of the right reuerend father in God, the Lord Bishop of Exceter, from the weake cauills of Henry Burton
Attribution: by H.C.
Subjects: Burton, Henry, 1578-1648. Seven vials; Catholic Church--Controversial literature
Provision information: London: Printed for Philemon Stephens, 1629","60010$aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Subject,"The state of the now-Romane church: discussed by way of vindication of the right reuerend father in God, the Lord Bishop of Exceter, from the weake cauills of Henry Burton",by H.C.,"London: Printed for Philemon Stephens, 1629","Burton, Henry, 1578-1648. Seven vials; Catholic Church--Controversial literature",NaN,NaN,1492831,1492831#Agent600-26,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.1895008087158203}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16627168655395508}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.1653464436531067}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.15702426433563232}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.15172183513641357}]",ClassificationMode.AVERAGE,26878ca65482d9e38db7a0298fcc5219
"Contributor: Hall, Joseph, 1574-1656
Title: The balme of Gilead, or, Comforts for the distressed both morall and divine: most fit for these wofull times
Attribution: by Jos. Hall ...
Subjects: Consolation; Suffering; Devotional literature
Provision information: London: Printed by M. Flesher for Nat. Butter, M.DC.XLVI [1646]","1001 $aHall, Joseph,$d1574-1656.","Hall, Joseph, 1574-1656",Contributor,"The balme of Gilead, or, Comforts for the distressed both morall and divine: most fit for these wofull times",by Jos. Hall ...,"London: Printed by M. Flesher for Nat. Butter, M.DC.XLVI [1646]",Consolation; Suffering; Devotional literature,NaN,NaN,1436104,1436104#Agent100-16,"Society, Governance, and Public Life","Society, Governance, and Public Life","[{""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.11286324262619019}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.11271768808364868}, {""concept_uri"": ""military"", ""pref_label"": ""Military, Security, and Defense"", ""similarity"": 0.10453569889068604}, {""concept_uri"": ""law"", ""pref_label"": ""Law, Justice, and Jurisprudence"", ""similarity"": 0.10444861650466919}, {""concept_uri"": ""media"", ""pref_label"": ""Media, Journalism, and Communication"", ""similarity"": 0.10418963432312012}]",ClassificationMode.AVERAGE,afa7a84afa2c5befbe0de2ece99e3150
"Contributor: Ward, Edward, 1667-1731
Title: Hudibras redivivus, or, A burlesque poem on the times ...
Subjects: Allen, Edward--Autograph; Simpson, J. C.--Autograph; Tyldesley, Edward--Autograph
Provision information: London: Printed, and sold by B. Bragge, in Ave-Mary-Lane, 1705[-07]","1001 $aWard, Edward,$d1667-1731.","Ward, Edward, 1667-1731",Contributor,"Hudibras redivivus, or, A burlesque poem on the times ...",NaN,"London: Printed, and sold by B. Bragge, in Ave-Mary-Lane, 1705[-07]","Allen, Edward--Autograph; Simpson, J. C.--Autograph; Tyldesley, Edward--Autograph",NaN,NaN,1247368,1247368#Agent100-12,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.14132755994796753}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.12388449907302856}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.12151098251342773}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.12080156803131104}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.12065917253494263}]",ClassificationMode.AVERAGE,f9239f8c17308427d50d2dd7bd75fb7a
"Contributor: Ward, Edward, 1667-1731
Title: Nuptial dialogues and debates, or, An useful prospect of the felicities and discomforts of a marry'd life, incident to all degrees, from the throne to the cottage ...
Attribution: by the author of the London-spy ...
Subjects: Marriage--Anecdotes, facetiae, satire, etc
Genres: Dialogues (Literature)
Provision information: London: Printed, by H. Meere, for T. Norris at the Looking-Glass, and A. Bettesworth at the Red-Lyon, both on London-Bridge; and sold by J. Woodward in St. Christopher's Church-Yard, behind the Royal Exchange, 1710","1001 $aWard, Edward,$d1667-1731.","Ward, Edward, 1667-1731",Contributor,"Nuptial dialogues and debates, or, An useful prospect of the felicities and discomforts of a marry'd life, incident to all degrees, from the throne to the cottage ...",by the author of the London-spy ...,"London: Printed, by H. Meere, for T. Norris at the Looking-Glass, and A. Bettesworth at the Red-Lyon, both on London-Bridge; and sold by J. Woodward in St. Christopher's Church-Yard, behind the Royal Exchange, 1710","Marriage--Anecdotes, facetiae, satire, etc",Dialogues (Literature),NaN,1191712,1191712#Agent100-13,"Economics, Business, and Finance","Society, Governance, and Public Life > Economics, Business, and Finance","[{""concept_uri"": ""economics"", ""pref_label"": ""Economics, Business, and Finance"", ""similarity"": 0.12924784421920776}, {""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.12718087434768677}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.12512171268463135}, {""concept_uri"": ""law"", ""pref_label"": ""Law, Justice, and Jurisprudence"", ""similarity"": 0.12487268447875977}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.12289488315582275}]",ClassificationMode.AVERAGE,dd45358175d23f8e38116943a41699a9
"Contributor: Ward, Edward, 1667-1731
Title: Mars stript of his armour: or, The army displayed in all its true colours ...
Attribution: [B]y the author of the Wooden world dissected
Subjects: Characters and characteristics; Great Britain. Army--Military life
Provision information: London: Printed for H. Serjeant, [17--]","1001 $aWard, Edward,$d1667-1731.","Ward, Edward, 1667-1731",Contributor,"Mars stript of his armour: or, The army displayed in all its true colours ...",[B]y the author of the Wooden world dissected,"London: Printed for H. Serjeant, [17--]",Characters and characteristics; Great Britain. Army--Military life,NaN,NaN,1579370,1579370#Agent100-12,"Military, Security, and Defense","Society, Governance, and Public Life > Military, Security, and Defense","[{""concept_uri"": ""military"", ""pref_label"": ""Military, Security, and Defense"", ""similarity"": 0.17886173725128174}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.12180531024932861}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.12140321731567383}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.11981058120727539}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.11897009611129761}]",ClassificationMode.AVERAGE,7fc737c77fe508f63c4e3f9381f80464
"Contributor: Frost, Robert, 1874-1963
Title: North of Boston
Attribution: by Robert Frost ...
Subjects: Frost, Robert, 1874-1963--Presentation inscription to J.S. Untermeyer; Untermeyer, Jean Starr, 1886-1970--Presentation inscription from R. Frost
Provision information: London: David Nutt ..., [1914]","1001 $aFrost, Robert,$d1874-1963.","Frost, Robert, 1874-1963",Contributor,North of Boston,by Robert Frost ...,"London: David Nutt ..., [1914]","Frost, Robert, 1874-1963--Presentation inscription to J.S. Untermeyer; Untermeyer, Jean Starr, 1886-1970--Presentation inscription from R. Frost",NaN,NaN,1210643,1210643#Agent100-13,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16397720575332642}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1622638702392578}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.15452253818511963}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.14906704425811768}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.1441425085067749}]",ClassificationMode.AVERAGE,bf5fd53c45b391a7db7f36d2faaeaaf8
"Associated person: Frost, Robert, 1874-1963
Title: North of Boston
Attribution: by Robert Frost ...
Subjects: Frost, Robert, 1874-1963--Presentation inscription to J.S. Untermeyer; Untermeyer, Jean Starr, 1886-1970--Presentation inscription from R. Frost
Provision information: London: David Nutt ..., [1914]","69214$aFrost, Robert,$d1874-1963","Frost, Robert, 1874-1963",Associated person,North of Boston,by Robert Frost ...,"London: David Nutt ..., [1914]","Frost, Robert, 1874-1963--Presentation inscription to J.S. Untermeyer; Untermeyer, Jean Starr, 1886-1970--Presentation inscription from R. Frost",NaN,NaN,1210643,1210643#Agent692-19,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.18478327989578247}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.18454688787460327}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.17745721340179443}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.17337292432785034}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.16491591930389404}]",ClassificationMode.AVERAGE,bf5fd53c45b391a7db7f36d2faaeaaf8
"Contributor: Frost, Robert, 1874-1963
Title: Dartmouth in portrait, 1944
Attribution: with a new poem and lines for the months by Robert Frost ...
Provision information: Hanover, N.H.: Dartmouth College Publications, [1943]","7001 $aFrost, Robert,$d1874-1963.","Frost, Robert, 1874-1963",Contributor,"Dartmouth in portrait, 1944",with a new poem and lines for the months by Robert Frost ...,"Hanover, N.H.: Dartmouth College Publications, [1943]",NaN,NaN,NaN,1244724,1244724#Agent700-17,"Arts, Culture, and Creative Expression","Arts, Culture, and Creative Expression","[{""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.16317373514175415}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.16313135623931885}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.15946751832962036}, {""concept_uri"": ""performingarts"", ""pref_label"": ""Performing Arts and Media"", ""similarity"": 0.14826464653015137}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.1338101625442505}]",ClassificationMode.AVERAGE,68c70100349f6c2a54822f0b663d5cc5
"Subject: Frost, Robert, 1874-1963
Title: A history of the New England Poetry Club, 1915-1931
Subjects: Aiken, Conrad, 1889-1973; New England Poetry Club; Harvard Poetry Society
Provision information: Boston, Mass: 1932","60010$aFrost, Robert,$d1874-1963.","Frost, Robert, 1874-1963",Subject,"A history of the New England Poetry Club, 1915-1931",NaN,"Boston, Mass: 1932","Aiken, Conrad, 1889-1973; New England Poetry Club; Harvard Poetry Society",NaN,NaN,1180165,1180165#Agent600-21,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.20311391353607178}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.19077980518341064}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.18722140789031982}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.18367981910705566}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.1834620237350464}]",ClassificationMode.AVERAGE,529f8cf1b02c97d0a3e6c4a369fcd61c
"Contributor: Frost, Robert, 1874-1963
Title: In memory of Robert Frost, March 26, 1874--January 29, 1963
Subjects: Frost, Robert, 1874-1963
Provision information: Amherst, Mass: 1963","1001 $aFrost, Robert,$d1874-1963.","Frost, Robert, 1874-1963",Contributor,"In memory of Robert Frost, March 26, 1874--January 29, 1963",NaN,"Amherst, Mass: 1963","Frost, Robert, 1874-1963",NaN,NaN,1178247,1178247#Agent100-15,"Arts, Culture, and Creative Expression","Arts, Culture, and Creative Expression","[{""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.17439734935760498}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.17414796352386475}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.16222810745239258}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.1610257625579834}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.15983736515045166}]",ClassificationMode.AVERAGE,e7eacf73f4db828ddf02c71431213239
"Contributor: Frost, Robert, 1874-1963
Title: In memory of Robert Frost, March 26, 1874--January 29, 1963
Subjects: Frost, Robert, 1874-1963
Provision information: Amherst, Mass: 1963","7001 $aFrost, Robert,$d1874-1963.","Frost, Robert, 1874-1963",Contributor,"In memory of Robert Frost, March 26, 1874--January 29, 1963",NaN,"Amherst, Mass: 1963","Frost, Robert, 1874-1963",NaN,NaN,1178247,1178247#Agent700-24,"Arts, Culture, and Creative Expression","Arts, Culture, and Creative Expression","[{""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.17439734935760498}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.17414796352386475}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.16222810745239258}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.1610257625579834}, {""concept_uri"": ""visualarts"", ""pref_label"": ""Visual Arts and Design"", ""similarity"": 0.15983736515045166}]",ClassificationMode.AVERAGE,e7eacf73f4db828ddf02c71431213239
"Subject: Frost, Robert, 1874-1963
Title: In memory of Robert Frost, March 26, 1874--January 29, 1963
Provision information: Amherst, Mass: 1963","60010$aFrost, Robert,$d1874-1963.","Frost, Robert, 1874-1963",Subject,"In memory of Robert Frost, March 26, 1874--January 29, 1963",NaN,"Amherst, Mass: 1963",NaN,NaN,NaN,1178247,1178247#Agent600-23,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16588938236236572}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.1645045280456543}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.16218197345733643}, {""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.16068071126937866}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.15959781408309937}]",ClassificationMode.AVERAGE,1dd535f2b5bdfb50626eb6a3cd7f4c66
"Contributor: Frost, Robert, 1874-1963
Title: In memory of Robert Frost, March 26, 1874--January 29, 1963
Version of: Selected works. 1963
Subjects: Frost, Robert, 1874-1963
Provision information: Amherst, Mass: 1963","1001 $aFrost, Robert,$d1874-1963.","Frost, Robert, 1874-1963",Contributor,"In memory of Robert Frost, March 26, 1874--January 29, 1963",NaN,"Amherst, Mass: 1963","Frost, Robert, 1874-1963",NaN,Selected works. 1963,1178247,1178247#Hub240-16-Agent,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.17117995023727417}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.16928702592849731}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.1641291379928589}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.1596142053604126}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.15934938192367554}]",ClassificationMode.AVERAGE,783c999cba6ada38acf8094cc616d80e
